8th of 10 dedicated launches for Synspective's synthetic aperture radar constellation[168],,,,,,,,,
2025 - 2027,"Mahia, LC-1",(SAR) constellation,LEO,Synspective,,,,,
9th of 10 dedicated launches for Synspective's synthetic aperture radar constellation[168],,,,,,,,,
2025 - 2027,"Mahia, LC-1",(SAR) constellation,LEO,Synspective,,,,,
10th of 10 dedicated launches for Synspective's synthetic aperture radar constellation[168],,,,,,,,,
FlightNo.,Name,Date/time(UTC),Launch site,Payload,Payload Mass,Apogee,Customer(s),Launch outcome,Booster recovery
38[169],"""Scout's Arrow""",18 June 2023 01:24[170],"MARS,LC-2",DYNAMO-A,Classified,Unknown,Dynetics,Success,No attempt
Part of Multi-Service Advanced Capability Hypersonic Test Bed (MACH-TB) program.[170],,,,,,,,,
Date/time(UTC),Launch site,Payload,Apogee,Customer,,,,,
NET 2024,"MARS,LC-2",Unknown,Unknown,Leidos,,,,,
First of four sub-Orbital launches for Leidos under the MACH-TB project.[171],,,,,,,,,
NET 2024,"MARS,LC-2",Unknown,Unknown,Leidos,,,,,
Second of four sub-Orbital launches for Leidos under the MACH-TB project.,,,,,,,,,
NET 2024,"MARS,LC-2",Unknown,Unknown,Confidential,,,,,
The launch deal was signed with a confidential customer just days after the first HASTE launch took place.[172],,,,,,,,,
NET April 2025[173],"MARS,LC-2",DART AE,Unknown,DIU,,,,,
"This mission will deploy a payload fromHypersonixcalled DART AE, DART AE is a scramjet-powered hypersonic vehicle capable of speeds up to Mach 7. This mission will also demonstrate HASTE's direct inject capabilities. Direct inject means that the payload will be deployed while the rocket is still ascending.[174]",,,,,,,,,
NET 2025,"MARS,LC-2",Unknown,Unknown,Leidos,,,,,
Third of four sub-Orbital launches for Leidos under the MACH-TB project.,,,,,,,,,
NET 2025,"MARS,LC-2",Unknown,Unknown,Leidos,,,,,
Fourth of four sub-Orbital launches for Leidos under the MACH-TB project.,,,,,,,,,
